;cleaned_tweet;polarity;sentimen;;;;;;;;;;;;;;
2630;salt bae yang pasuk lapang jadi misteri bagi fifa bagaimana diri bisa pasuk lapang dan angkat tropi piala dunia saat ini fifa sedang laku investigasi lebih;0,5;1;;;;;;;;;;;;;;
2631;main main mu kembali dari piala dunia ten hag khawatir ini detiksport google berita olahraga arenanews kamidi opsiminfo;0;0;;;;;;;;;;;;;;
2632;3careindonesia congrats argentina bagai menang piala dunia 2022 tri lancar;0,45;1;;;;;;;;;;;;;;
2633;manchester city depak liverpool dari piala liga inggris lepas jeda piala dunia 2022 riyad mahrez tegas the citizens sudah siap lanjut musim;0;0;;;;;;;;;;;;;;
2634;top 3 berita bola aksi kontroversial karim benzema usai piala dunia 2022;0,383333333;1;;;;;;;;;;;;;;
2635;fifa selidik salt bae yang cium trofi piala dunia hingga masuk ke lapang;0;0;;;;;;;;;;;;;;
2636;690 bookie tahan panjang piala dunia fmtnews;-0,05;-1;;;;;;;;;;;;;;
2637;komering boy goal id betuull apalagi jika ukur goat adalah gelar piala dunia mungkin halland fan negara cm 1 beda sama mbappe squad timnasnya masih janji di era datang;0;0;;;;;;;;;;;;;;
2638;punya cerita apa saja di bulan desember yang tidak mungkin kamu lupa kalau saya menang argentina di piala dunia 2022 kalau kamu coret di kolom komentar;0,4;1;;;;;;;;;;;;;;
2639;5 cetak gol tua di piala dunia 2022 messi masuk lionelmessi cristianoronaldo pepe;0,1;1;;;;;;;;;;;;;;
2640;mu angkut duo kroasia di piala dunia 2022 ke old trafford tahun 2023;0,1;1;;;;;;;;;;;;;;
2641;dalam sambut erick thohir harap agar jangan ada pikir bahwa perempuan tidak bisa buat seperti yang laku laki laki erick contoh orang perempuan yang hasil jadi wasit pada piala dunia 2022 qatar bangkitbersamaet;0;0;;;;;;;;;;;;;;
2642;54 individu tahan libat judi piala dunia mediapermata beritabrunei borneo individu tahan salah judi piala dunia sarawak;0;0;;;;;;;;;;;;;;
2643;astaghfirullah betul2 laku negara israel ini masih belum bisa bayang apakah timnas israel bisa main di indonesia di piala dunia kamu 20 tahun depan pasti akan tuai profesional dan kontra kalau terima siap2 protes sana sini kalau tolak siap2 banned fifa;0,028571429;1;;;;;;;;;;;;;;
2644;siaranbolalive paling hukum denda dan salt bae bisa bayar pegang trophy piala dunia alam yang gak semua orang dapat kalau punya duit yah worth it saja bayar denda nya;0,329166667;1;;;;;;;;;;;;;;
2645;celebrity chef salt bae larang hadir ke final turnamen sepak bola gengsi di amerika serikat as us open cup ini lantar bae sentuh trofi piala dunia yang benar itu tidak izin mgtradio mgtsport mgtplay;0;0;;;;;;;;;;;;;;
2646;allegri yakin menang argentina di piala dunia 2022 akan bawa pengaruh positif bagi skuadnya juventus seriea;0,363636364;1;;;;;;;;;;;;;;
2647;idextratime mata uang rupiah jika indonesia hasil juara piala dunia;0;0;;;;;;;;;;;;;;
2648;wahyususilo mantap mas wahyu sukses iya acara di kebumen seru juga cerita kerja migran dan piala dunia;0,775;1;;;;;;;;;;;;;;
2649;sio kakak hebat dia su minum susu jadi tidur nyenyak messi argentina pialadunia worldcupqatar2022;0,6;1;;;;;;;;;;;;;;
2650;realmadridindo1 ronaldo gak main di barca gak dapat piala dunia min;0;0;;;;;;;;;;;;;;
2651;fifa sedang laku investigasi lantar salt bae yang dapat akses yang tidak mesti saat selebrasi argentina bagai juara piala dunia di std lusail the athletic uk;0;0;;;;;;;;;;;;;;
2652;news berita fakta indonesia viral beritaterkini stadion piala dunia qatar 2022 yang buat dari bahan bekas;0;0;;;;;;;;;;;;;;
2653;main main mu kembali dari piala dunia ten hag khawatir ini detiksport google berita olahraga arenanews kamidi opsiminfo;0;0;;;;;;;;;;;;;;
2654;pasca piala dunia tugas2 agak longgar syukur banget bisa ngopi2 doang ini;-0,076923077;-1;;;;;;;;;;;;;;
2655;davies yang bantu kanada kembali ke piala dunia buat kali pertama dalam tempoh 36 tahun dan jaring gol pertama negara di qatar 2022 pilih bagai main baik bola sepak kanada;0,166666667;1;;;;;;;;;;;;;;
2656;updatebolabola serendah itu kapasitas sty sampai bilang aff itu sama kaya piala dunia whattt;0;0;;;;;;;;;;;;;;
2657;banyak 530 kertas siasat buka majoriti judi pialadunia;0,5;1;;;;;;;;;;;;;;
2658;windekind budi tifosiserie a seriea lawas infoazzurri saat ga lolos piala dunia;0;0;;;;;;;;;;;;;;
2659;piala dunia cuma panas akhir kita masuk ke tournament sungguh yaitu piala aff;0,066666667;1;;;;;;;;;;;;;;
2660;infoterkini bookie judi piala dunia qatar telah tahan terusi ops soga ix infoberita bookie judibola pialaduniaqatar2022 tahan edisi9 beritauntukanda banterasjudi;0;0;;;;;;;;;;;;;;
2661;beberapa hal tarik jadi telah piala dunia 2022 selesai apa saja salah satu adalah lahir sosok muhammad messi;0;0;;;;;;;;;;;;;;
2662;beberapa hal tarik jadi telah piala dunia 2022 selesai apa saja salah satu adalah lahir sosok muhammad messi;0;0;;;;;;;;;;;;;;
2663;liverpool kabar telah kirim proposal nila 100 juta euro untuk enzo fernandez namun benfica tolak karena mereka patok harga 120 juta euro untuk main muda baik piala dunia 2022 ini mahal gak iya beinlfctv;0,175;1;;;;;;;;;;;;;;
2664;polis tahan 690 bookie panjang piala dunia qatar;-0,05;-1;;;;;;;;;;;;;;
2665;mulai dari cerita tentang sukses selenggara piala dunia di qatar yang dapat kita ajar untuk gelar juara juara dunia seperti piala dunia kamu 20 dan piala dunia fiba hingga bangkit ekonomi di tanah air jadi bahan obrol kami;0,044444444;1;;;;;;;;;;;;;;
2666;aura pilpres yang masih 2th deh asa wis ta lah kalau sudah takdir masio koen ngerahno bajer2 pendukung2 gak kiro jadi moro2 sing jadi pak luhut sama pak moeldoko kate lapo koen dakuh nonton saja seru ini seperti piala dunia masyarakat rl sibuk cari duit gak ngurusan;0,1;1;;;;;;;;;;;;;;
2667;david beckham dan fans sudah damai dan lupa ribut ribut di piala dunia 1998;0,25;1;;;;;;;;;;;;;;
2668;aku masih belum moveon dari piala dunia dan rasa kosong banget habis final kemarin he apalagi kalau keinget tanding south korea yang masuk 16 besar brazil neymar sisih pdhl belum 8 besar apalagi mbappe yang gacor banget gendong prancis usia yang sangat muda apalagi cr7;0,011666667;1;;;;;;;;;;;;;;
2669;sbyfess main judi bola mungkin kan belakang ini piala dunia;0,285714286;1;;;;;;;;;;;;;;
2670;juara piala dunia 2022 lionel messi minta satu minta fantastis ke psg lionelmessi psg kylianmbappe trophy piala pialadunia2022 worldcup2022 argentina prancis via youtube;0,4;1;;;;;;;;;;;;;;
2671;juan sebastian veron orang visioner pikir banyak hal depan soal argentina bukan hanya tentang euforia menang di piala dunia legend;0,25;1;;;;;;;;;;;;;;
2672;nama besar lionel messi abadi di brazil telah juara piala dunia kabardpr news nasional argentina messi messiday messiworldcup;0;0;;;;;;;;;;;;;;
2673;fifa selidik insiden salt bae masuk lapang saat final piala dunia;0;0;;;;;;;;;;;;;;
2674;ngakakbingits idextratime video lucu piala dunia qatar;0,25;1;;;;;;;;;;;;;;
2675;dndy99 imranas47511947 marie piala dunia mala kocak;0,5;1;;;;;;;;;;;;;;
2676;halo sobat hubung team yang juara piala dunia 2022 adalah argentina giveawayjkt kali ini akan putar argentina yuk tulis jawab di kolom komentar dan ajak teman kalian untuk ikut iya goodluck aktivitastanpabatas;0;0;;;;;;;;;;;;;;
2677;cari hasil tambah dari hobi jadi uang kicau4d mau nawarin promo website mau banget bola poker slot casino tangkas toto gelap di kicau4d semua bank online 24 jam sedia bonus deposit new member sponsor resmi piala dunia world cup 2022 wa 855965549186 kicauwin com;0,245454545;1;;;;;;;;;;;;;;
2678;cari hasil tambah dari hobi jadi uang kicau4d mau nawarin promo website mau banget bola poker slot casino tangkas toto gelap di kicau4d semua bank online 24 jam sedia bonus deposit new member sponsor resmi piala dunia world cup 2022 wa 855965549186 kicauwin com;0,245454545;1;;;;;;;;;;;;;;
2679;jadi bagai duta piala dunia 2030 al nassr aju tawar lama 7 musim kepada cristiano ronaldo;0,1;1;;;;;;;;;;;;;;
2680;piala dunia di 3 negara yang luas luar biasa main dan staf mesti ekstra stamina buat travelingnya;0,111111111;1;;;;;;;;;;;;;;
2681;ben3atha untuk piala dunia mungkin rezeki ronaldo pas jadi latih;0;0;;;;;;;;;;;;;;
2682;idextratime dodo lovers ketika final 1 0 ting 2 0 final ini ting 2 1 mbappe ini bos 2 2 mampus siap pensiun lagi 3 2 makin jelas ini ting 3 3 ayo mbappe buat messi menang lagi di final 4 2 sudah jelas piala dunia ini ting;0,1;1;;;;;;;;;;;;;;
2683;m45broo juara piala dunia;0;0;;;;;;;;;;;;;;
2684;news berita fakta indonesia viral beritaterkini 8 stadion mewah dan canggih piala dunia qatar 2022;0,5;1;;;;;;;;;;;;;;
2685;fifa akan selidik akses koki salt bae yang bebas masuk ke lapang dan cium trofi piala dunia 2022 lewat youtube;0,4;1;;;;;;;;;;;;;;
2686;prediksi piala aff timnas indonesia vs kamboja 23 desember 2022 link claim bonus deposit 10 200k deposit pulsa tanpa potong bolasinga pialadunia pialadunia2022 jadwalpialaduniaqatar jadwalpialaduniaqatar2022;0;0;;;;;;;;;;;;;;
2687;link live streaming piala aff 2022 timnas indonesia vs kamboja laga pertama garuda di ajang piala dunia asean timnasday indonesiavskamboja affmitsubishielectriccup2022 livestreaming;0,174242424;1;;;;;;;;;;;;;;
2688;kalau qatar sukses besar dalam laksana piala dunia sepak bola maka pidie juga tidak kalah sukses dalam gelar pora kali ini pora pidie dan penting didik olahraga;0,386666667;1;;;;;;;;;;;;;;
2689;telah lihat euforia tanding piala dunia gak sengaja lihat liga indonesia serasa nonton bola jaman batu busuk minta ampun;0;0;;;;;;;;;;;;;;
2690;ke dramaindo gegara jadwal piala dunia yang selal bentrok dengan jam tayang kalian keexcited an saya nungguin kalian senin selasa turun drastis akhirny eps 13 16 tidak tonton lagi udeh males;-0,155555556;-1;;;;;;;;;;;;;;
2691;wow pesan tentang piala dunia 2022 via whatsapp catat rekor worldcup2022 whatsapp;0,1;1;;;;;;;;;;;;;;
2692;fifa siasat macamana salt bae pegang trofi salt bae dapat akses tidak wajar masuk ke padang lepas aksi final atur fifa nyata trofi piala dunia hanya boleh pegang oleh menang johan dan individu seperti pegawai fifa serta ketua negara di bawah fifa;0;0;;;;;;;;;;;;;;
2693;kaum bumi datar minta trophy piala dunia ubah jadi datar;-0,025;-1;;;;;;;;;;;;;;
2694;3 3 taruh libat johan bola sepak piala dunia;0;0;;;;;;;;;;;;;;
2695;polis diraja malaysia pdrm jaya tahan 690 individu syak libat dengan taruh johan bola sepak piala dunia 2022 di qatar 1 2 tvpertiwi;0;0;;;;;;;;;;;;;;
2696;telah ramai kritik hadap aksi chef salt bae yang pegang dan cium trofi piala dunia qatar 2022 fifa cara resmi umum buka lidi salt bae yang nama asli nusret gokce jadi sorot usai ikut ikut raya menang;0,375;1;;;;;;;;;;;;;;
2697;cari terus david adik gea manchester united kejar 2 kiper sakit piala dunia 2022 bolasport arenanews kamidi opsiminfo;-0,357142857;-1;;;;;;;;;;;;;;
2698;dan akhir tahun tutup oleh cerita balon kebaya hijau dor cancel dan tadi malam tanding city dan liverpool kering lumas air mata sebab si mes telah sempurna uras adegan tindih piala yang paling dunia jadi crot duka lara kota cancel iya sudah;0,188888889;1;;;;;;;;;;;;;;
2699;calonhokage9 siaranbolalive akhir piala dunia pergi ganti daging kerang ajaib;0;0;;;;;;;;;;;;;;
2700;lionel messi hasil bawa timnas argentina juara piala dunia 2022 cristiano ronaldo blak blakan kata bahwa raih trofi juara sama timnas portugal jauh lebih susah ketimbang timnas argentina;0,15;1;;;;;;;;;;;;;;
2701;lionel messi hasil bawa timnas argentina juara piala dunia 2022 cristiano ronaldo blak blakan kata bahwa raih trofi juara sama timnas portugal jauh lebih susah ketimbang timnas argentina;0,15;1;;;;;;;;;;;;;;
2702;eropa pasca piala dunia saat dakwah tidak selalu dari atas mimbar dan masjid in sya allah islam akan kembali semi di eropa tidak semata tukar budaya;0;0;;;;;;;;;;;;;;
2703;fifa bakal investigasi dan tindak tegas koki salt bae yang ulah di final piala dunia 2022;-0,1;-1;;;;;;;;;;;;;;
2704;nyimuk idextratime mari piala dunia ndelok messi karo bape terus ndelok nunez neng carabo cup mara sedih cok;-0,5;-1;;;;;;;;;;;;;;
2705;dendam sisa dari piala dunia 2022 emang cuma setan sih yang tidak anti zionis mah;0;0;;;;;;;;;;;;;;
2706;10 kandidat gol baik piala dunia 2022 2 aksi spektakuler richarlison lionel messi tidak masuk daftar;0,466666667;1;;;;;;;;;;;;;;
2707;fifa selidik aksi salt bae masuk lapang saat final piala dunia;0,05;1;;;;;;;;;;;;;;
2708;mu ramai buru gelandang ubah nasib argentina di piala dunia 2022;0,1;1;;;;;;;;;;;;;;
2709;sunda fess waktu dekat mah my body balik deui kakak saacan usum piala dunia akibat begadang unggal wengi bari jeung ngemil wae lungse kakak perempuan teu katanagaan kanggo olahraga wangsul damel matak ngagendutan duka sabaraha kilona mah da acuk hareurin ti beres pildun mayan tos turun sakilo;-0,08125;-1;;;;;;;;;;;;;;
2710;argentina dan indonesia naik satu peringkat fifa usai piala dunia 2022;0,6;1;;;;;;;;;;;;;;
2711;twitter lionel messi paling banyak di mention lama piala dunia 2022;0,3;1;;;;;;;;;;;;;;
2712;telah piala dunia 2022 di qatar rampung kini saat siap siap sambut piala dunia ikut 4 tahun datang di amerika utara ada 5 hal yang harus kamu tahu soal piala dunia 2026 amerika utara;0,5;1;;;;;;;;;;;;;;
2713;telah piala dunia 2022 di qatar rampung kini saat siap siap sambut piala dunia ikut 4 tahun datang di amerika utara ada 5 hal yang harus kamu tahu soal piala dunia 2026 amerika utara;0,5;1;;;;;;;;;;;;;;
2714;sctv sctv berani tayang drama korea tidak aku sudah lihat tv lagi semenjak piala dunia usai paling nanti liga inggris ku lihatdi sctv sama liput 6selebih nya acara sctv bosan semua sih acara tv indonesia banyak membosanka dan kan untung aplikasi bisa buat nonton serial luar;0,333333333;1;;;;;;;;;;;;;;
2715;fifa selidik aksi salt bae masuk lapang saat final piala dunia;0,05;1;;;;;;;;;;;;;;
2716;lionel messi sebut sebut bakal jadi lambang mata uang peso usai jadi pahlawan di piala dunia 2022 benar messi pialadunia2022;0;0;;;;;;;;;;;;;;
2717;ada masya yang mau jadi rawan supporter yeye yee lala laa biar antusias macam semarak piala dunia selamat siang pakde jokowi dan pakde mohmahfudmd serta tim jauh mana rekomendasi sudah 100 jalan mereka yang abai lalai rasa pandai usuttuntas mantau;0,1;1;;;;;;;;;;;;;;
2718;siapa saja serang baik di piala dunia 2022 bolaskorcom pialadunia qatar2022 wc2022;0;0;;;;;;;;;;;;;;
2719;tebak hubung messi dan mbappe di psg telah final piala dunia yang panas;0,125;1;;;;;;;;;;;;;;
2720;piala dunia di qatar ilham kita bahwa salah 1 aspek jadi leceh ialah kontrol diri yang hilang akibat konsumsi alkohol;-0,125;-1;;;;;;;;;;;;;;
2721;indonesia sama juara piala dunia 2022 argentina naik peringkat di ranking fifa;0;0;;;;;;;;;;;;;;
2722;6 main jepang yang pernah jadi man of the match di piala dunia;0;0;;;;;;;;;;;;;;
2723;bolavita mnc situs sbobet bank mnc wa ke 62 812 9739 2623 bolavita olahraga agenbola sbobet ubobet ibcbet pialadunia bandarbola taruhanbola nontonbola maxwin pialaqatar pildun2022 jadwalbola ligabola pialadunia2022 ligainggris;0;0;;;;;;;;;;;;;;
2724;manchester city depak liverpool dari piala liga inggris lepas jeda piala dunia 2022 riyad mahrez tegas the citizens sudah siap lanjut musim;0;0;;;;;;;;;;;;;;
2725;fifa akhir buka suara soal perilaku salah satu undang mereka di final piala dunia 2022 antara timnas argentina lawan timnas prancis di lusail iconic stadium qatar pada minggu malam wib 18 desember 2022;0,166666667;1;;;;;;;;;;;;;;
2726;kalah deh 212 yuk indonesia juara piala dunia biar kumpul2nya begini fa banyak bicara politik;0;0;;;;;;;;;;;;;;
2727;kenang2an piala dunia 2022 wkwkwkwk;0;0;;;;;;;;;;;;;;
2728;bisht jubah lionel messi saat raya juara piala dunia 2022 tawar usaha om 1 juta dollar lewat youtube;-0,4;-1;;;;;;;;;;;;;;
2729;hannahyeoh khairykj kbsmalaysia hannahyeoh don t forget to assist all stadium owners reformasi tukar rumput semua stadium bola di malaysia jadi macam jdt punya ph sudah reformasi tidak bolasepak tidak boleh piala dunia baru selesai mood bolasepak masih ada minat bolasepak malaysia ini lain macam sikit;0,368181818;1;;;;;;;;;;;;;;
2730;cari terus david adik gea manchester united kejar 2 kiper sakit piala dunia 2022 bolasport arenanews kamidi opsiminfo;-0,357142857;-1;;;;;;;;;;;;;;
2731;fans suami ganti sebut fajar rezky mirip lionel messi raih gelar juara di piala dunia 2022;0;0;;;;;;;;;;;;;;
2732;win mix parlay mario bola aman dan percaya menang berapa di bayar klik di sini pialadunia infopialadunia jadwalbola prediksibola infobola kabarbola olahraga jerseybola 8besar mariobola parlay;0,525;1;;;;;;;;;;;;;;
2733;iftvofficial hayoooh weh ganti logo ikut piala dunia kagaaak;0;0;;;;;;;;;;;;;;
2734;update ranking fifa telah argentina juara piala dunia 2022;0;0;;;;;;;;;;;;;;
2735;siapa bisa joki bikin features tentang piala dunia jokitugas jokitugaskuliah zonajajan zonauang;0;0;;;;;;;;;;;;;;
2736;sisi lain dari piala dunia yang jarang banget bahas mas wahyususilo ini ahli kapan kita ngopi maseeee;0,0875;1;;;;;;;;;;;;;;
2737;idextratime ndelok mainne pas piala dunia ae wes ra genah og;0;0;;;;;;;;;;;;;;
2738;ini adalah kali dua brasil jadi tuan rumah piala dunia telah 1950 ketika itu uruguay yang jadi juara di piala dunia 1950;0;0;;;;;;;;;;;;;;
2739;presiden liberia george weah kritik 7 pekan nonton anak main di piala dunia;0;0;;;;;;;;;;;;;;
2740;6 main eropa yang jadi top skor piala dunia abad 21 tajam;0,222222222;1;;;;;;;;;;;;;;
2741;2 demam piala dunia memang dapat hampir siapa saja tidak kecuali tugas lembaga pemasyarakatan palembang kemenkumham sumsel minggu 18 12 malam palembanglpka lpkapalembang hamdihasibuan;0;0;;;;;;;;;;;;;;
2742;euforia menang argentina bagai juara dunia sepakbola di piala dunia 2022 masih lanjut seniman di argentina banjir order tato gambar bintang sepakbola lionel messi;0;0;;;;;;;;;;;;;;
2743;rilis 7 22 12 1 kakanwil kemenkumham sumsel harun sulianto apresiasi lembaga pemasyarakatan palembang gelar acara nonton bareng piala dunia 2022 yang hadir oleh jabat struktural jajar pegawai lembaga pemasyarakatan lembaga pemasyarakatan kelas i palembang palembanglpka lpkapalembang hamdihasibuan;0;0;;;;;;;;;;;;;;
2744;idextratime yang kmarin gagal di fase grup piala dunia tolong suruh ikut;-0,5;-1;;;;;;;;;;;;;;
2745;top 3 berita bola aksi kontroversial karim benzema usai piala dunia 2022;0,383333333;1;;;;;;;;;;;;;;
2746;fifa selidik insiden salt bae masuk lapang pada final piala dunia 2022;0;0;;;;;;;;;;;;;;
2747;mantap italia kita tunggu di piala dunia favorit saya cuma 2 kalau tidak italia iya argentina;0,433333333;1;;;;;;;;;;;;;;
2748;mancityindo jalan karir saya dalam mimpi psap persija gamba osaka valencia mancity sama mancity saya pernah bawa mancity juara ucl 5 kali turut turut dan timnas saya bawa masuk piala dunia;0;0;;;;;;;;;;;;;;
2749;fakta tarik piala dunia 2022 rekod individu dan pasu;0;0;;;;;;;;;;;;;;
2750;wqkusuma2 relawananies aniesbaswedan berbohong safari di pangkep tapi posting rakyat argentina eforia dan suka cita sambut messy bawa piala dunia aniesbaswedan kalau jadi presiden tegas hadap kelompok intoleran fakta aniesbaswedan di dukung kelompok teroris opm tolikara hti fpi;0,133333333;1;;;;;;;;;;;;;;
