"cleaned_tweet","polarity","sentimen"
"divhumas polri piala dunia ga ada itu akun resmi taat prokas prokes apalagi vaksin masker kamu masih aje min negeri wakanda negeri penuh bohong tipu ulung bangsat bangsa vaksin bum yang aku cair surga bisa panjang umur dari virus dan naekin imun pea","0.16727272727273","1"
"piala dunia habis jadi gabut banget kalau malam","0.2","1"
"aneh bin ajaib qatar ada pesta piala dunia aman saja dari covid","0.31666666666667","1"
"jubah lionel messi saat angkat trofi piala dunia tawar rp 15 5 m","0","0"
"balas tohok wasit final piala dunia usai tuding bela argentina","0","0"
"lionel messi sedang banjir puja puji usai piala dunia 2022 tapi legenda nigeria yang satu ini justru sebut bagai pesepakbola yang malas","-0.125","-1"
"16 potret couple main argentina di piala dunia qatar 2022 bikin iri","0.16666666666667","1"
"jubah tradisional arab yang kena messi saat angkat trofi piala dunia 2022 tawar rp 15 5 miliar oleh politis asal om kumparanbola","0","0"
"hrskh saya cht gin kamu dkung apa di piala dunia kmarin saya dkung argentina kenapa now watching mngejek iyh hahaha yang klah mkn tomat sm buncis tapi saya hewani gmn dong hrskh ada prtanyaan seperti ini kamu aneh saya harus lapor ke polisi","-0.15","-1"
"9 fakta negara qatar tuan rumah piala dunia 2022 shorts short viral lewat youtube","0","0"
"arsenal dan tottenham harus bayar mahal kalau mau kontrak menang piala dunia ini","0.8","1"
"anggap tidak adil atas gol tiga argentina wasit final piala dunia 2022 angkat bicara argentina pialadunia2022 prancis wasit","-0.25","-1"
"a kirain walaupun aku bisa nebak skor dan siapa menang piala dunia tapi aku ga bisa nebak isi hati","0","0"
"raih piala dunia 2018 blaise matuidi tidak kunjung dapat klub baru kini putus pensiun","0.46818181818182","1"
"siaranbolalive sudah gak ikut piala dunia ga main bola juga suruh mamak ban terus ko isssoooooooooo hakim itu dan ini","0","0"
"puan maharani dukung tim sepak bola argentina yang lawan prancis dalam final piala dunia 2022","0","0"
"idextratime maaf iya kamu ini suka bola ngak fakta messi menang ballon di or paling banyak dari ronaldo ini saya tanya balik harga apa sih yang ronaldo tidak punya tapi messi punya iya jelas piala dunia wkwkwkkw tertawa","0","0"
"idextratime tapi bang dodo gak menang piala dunia bagaimana bang","0.8","1"
"idextratime inj saja ronaldo gk punya aplgi yang bersngkutan dengan piala dunia chuakzzz","0","0"
"kenapa kalau lihat kepala the leader seperti lihat trophy piala dunia","0","0"
"presiden federasi sepak bola argentina chiqui tapia tunjuk dan terima kasih kepada orang2 yang buat tatto wajah pasca arg juara piala dunia 2022 mc","0.2","1"
"zugmarius yaaah kenal dong itu cwkku main timnas german kalau sekarang lagi di klub dortmund tapi sayang piala dunia kemarin bom sempat turun lapang cuma di bench doang eh terlanjur pulang maap curhat","-0.16388888888889","-1"
"ini dia gol baik di piala dunia 2022 tendang tengah salto richarlison","0.7","1"
"ini dia gol baik di piala dunia 2022 tendang tengah salto richarlison","0.7","1"
"news berita fakta indonesia viral beritaterkini bola piala dunia buat di indonesia","0","0"
"auto text kiri a lot of the day jogja yang rendah tapi asli ken juara piala dunia ini tersesat di smstr2 ke teman nya iya hadiah kamu mereka pacar saya sakit hati banget lebih ke kecewa sih kayak ku lah ajar mati mati turut tapi pas lihat hasil rapat di smstr2 ke","0.215","1"
"poroshalangid kata legend lain kalau main bola cuma ngandelin doa arab saudi juara piala dunia terus pasti","0.25","1"
"terus kmren piala dunia w taruh sama dia bukan taruh pakai duit gtu jadi yang kalah harus nurutin 2permintaan yang menang hahahahaha endingnya w yang menang skrng w bingung mau req apa dia","0.15714285714286","1"
"auto text mulai andai aku tidak tahu masa lalu mu buat ku juara piala dunia ini tersesat di smstr2 ke teman nya iya hadiah kamu mereka pacar saya sakit hati banget lebih ke kecewa sih kayak ku lah ajar mati mati turut tapi pas lihat hasil rapat di smstr2 ke teman nya ya","0.3125","1"
"wasit piala dunia ngamuk","0","0"
"youtube 8 stadion mewah dan canggih piala dunia qatar 2022 ibu sri mulyani parkshinhye 2022 mama awards","0.5","1"
"reaksi wasit final piala dunia 2022 yang gerah terus kritik","0","0"
"siapa yang boleh sentuh trofi piala dunia","0","0"
"cnnindonesia atribut natal gak ada unsur agama namun sayang banyak yang pikir sempit dan dikit2 haram pdahal sarung baju koko jersey bola atribut 17 an semua hanya untuk ramai nuansa momen tentu seperti lebaran piala dunia 17 agustus natal dan lain-lain","0.028125","1"
"astaghfirullah ini bocil ga tidur2 bahkan bahas piala dunia monyet saya mana mengerti","-0.05","-1"
"yoevs1 zethwarouw yudhaprmnptr1 saudi sudah kali kali lolos piala dunia dan 1938 yang ikut adalah hindia belanda bukan indonesia","0","0"
"innalillahi wa innailaihi rooji uun telah tinggal dunia ahmad atef daragmah main sepakbola palestina usia 23 tahun stlah tembak mati oleh tentara israel di kota nablus usai gegap gempita piala dunia berita ini akan ramai juga di media fifacom fifamedia","-0.1","-1"
"kuchapippepe themohfadiil the redsindo buset deh beda biji saja di banggain kalau top skor noh baru piala dunia saja cuman jadi beban uruguay paham tidak boy seluruh kompetisi arti dari awal musim sampai skg gol nya masih banyak rashford masih banggain gol epl yang beda biji doang padahal sudah lihat kalah semua","0.325","1"
"wasit final piala dunia 2022 buka suara soal kontroversi gol messi","0","0"
"arteta desak arsenal lanjut performa apik usai jeda piala dunia","0","0"
"bvtterkiss kochengfs pasti dia mas mas kini yang suka begadang sambil nontonin piala dunia gak lupa cangkir kopi dan pisang goreng jadi lengkap jangan sampai taruh saja yaa mas soal kamu gada uang ada whiskas","0.1","1"
"balas tohok wasit final piala dunia usai tuding bela argentina","0","0"
"arsenal mampu ada di puncak klasemen belum piala dunia 2022","0.5","1"
"goal id loh baru maren dapat piala dunia masih kurang puas kamu gur","-0.056818181818182","-1"
"viera selar sambut piala dunia martinez yang bodoh london 24 dis urus crystal palace patrick vieira percaya sambut bodoh jaga gol","-0.8","-1"
"informasi bola gol richarlison lawan serbia menang harga gol baik piala dunia 2022 bestgoal goal richarlison brazil worldcup2022","0.7","1"
"txtdarigajelas iya ampun radja kalau cangkemmu jual dia bayarin dan dia mampu bikin piala dunia pakai anggar dari rekening pribadi kalau dia mau","0.23333333333333","1"
"wasit final piala dunia 2022 aku bikin salah di laga argentina vs prancis apa itu lengkapcepatberitanya bola sepakbola sepakboladunia boladunia","-0.1","-1"
"e100ss kan udh pada vaksin sudah punya kebal dari covid bahkan ahli bilang udh kaya common cold biasa anak presiden hajat saja loss piala dunia loss buenos aires los kok iya masiiih saja jadi syarat ini itu gemes deh rasa kok orang-orang ga kritis sih mau2nya jajah mandatori","-0.105","-1"
"persib lapang jiga keur ngadu babi kitu jadi venue piala dunia u20","0","0"
"broadcastbola krasa banget habis lihat wasit di piala dunia terus lihat wasit di liga wakanda ini","0.2","1"
"puan maharani dukung tim sepak bola argentina yang lawan prancis dalam final piala dunia 2022","0","0"
"8 stadion mewah dan canggih piala dunia qatar 2022 nia ramadhani mirip sibirubiru hobi prankgbk","0.25","1"
"fakta fakta unik yang jadi lama gelar piala dunia qatar 2022","0.1625","1"
"raih piala dunia 2018 blaise matuidi tidak kunjung dapat klub baru kini putus pensiun lesbleus pemainveteran pialadunia2022 prancis","0.31212121212121","1"
"lepas bulan tani messi sehingga julang piala dunia kini beliau bantu malaysia di piala aff","0","0"
"piala dunia edisi qatar sejak awal sudah banyak pernak pernik gelar sudah akhir tapi luar lapang masih ramai","0","0"
"protes wasit final piala dunia 2022 szymon marciniak jelas gol tiga argentina","0.05","1"
"arteta desak arsenal lanjut performa apik usai jeda piala dunia","0","0"
"idextratime piala dunia u20 apakah tuan rumah sdh punya var kalau tidak punya var sedang apa jadi tuan rumah bikin malu saja","0","0"
"idextratime kalau di piala dunia gak jadi gol itu ganggu pandang kiper offside soal","-0.5","-1"
"championsleague main tanpa mahkota piala dunia","0","0"
"siaranbolalive sebentar lagi piala dunia u20 apakah indonesia sdh punya var kalau belum punya sedang apa minta jadi tuan rumah","0","0"
"sukanyavirtual nonton bareng piala dunia","0","0"
"kisah inspiratif biografi lionel messi juara piala dunia 2022 fifa lewat youtube messi fifaworldcupqatar2022","0.5","1"
"situasi masih panas usai piala dunia 2022 yang menang oleh argentina fans prancis buat petisi online yang minta tanding final antara prancis dan argentina ulang salah satu fans albiceleste balas dengan buat petisi prancis henti menang","0.0625","1"
"ketika musuh kembali jadi teman usai final piala dunia 2022 argentina prancis argentinavsprancis pialadunia","0","0"
"kakanwil kemenkumham jateng a yuspahruddin tegal kantor wilayah kemenkumham jateng gelar nonton bareng final piala dunia dan makan sama dengan tugas serta keluarga","0","0"
"kangen piala dunia","0","0"
"sport77official iya benar tidak perlu udh kelar juga piala dunia nya","0","0"
"legenda prancis ungkap sisi gelap argentina juara piala dunia","-0.075","-1"
"gwe skit hti krna piala dunia msih lama","-0.05","-1"
"baru lihat feed orang cerita nonton bareng melihat messi angkat piala dunia tapi bilang ahh gila sedih banget lihat messi akhir angkat piala dunia dalam hati saya hah sedih what the hell mungkin maksud mbak haru kali kalau kata sedih cocok buat yang kalah","-0.26607142857143","-1"
"gol richarlison nobat bagai yang baik di piala dunia 2022","0.7","1"
"numberrs heydeww idextratime ini wasit baik lama wc wasit2 premier league bicara gitu ini wasit baik lama final piala dunia karena wasit ini mantan main profesional jadi dia hapal btl trik2 main dia satu2nya wasit yang ga pke var di final banyak nonton post match","0.17222222222222","1"
"news berita fakta indonesia viral beritaterkini 8 stadion mewah dan canggih piala dunia qatar 2022","0.5","1"
"ton kroos nilai main buruk di piala dunia 2022 gelandang asal jerman itu cuma tertawa geli sebab diri tidak tampil sama sekali di qatar","3.7007434154172E-17","1"
"beisooji jidat di ambil messi buat dijadiin lapang bola waktu latih buat piala dunia kemarin membicarakan gigi kering turut unnie nugget nugget apa yang kaya raya","0.15416666666667","1"
"hakim ziyech dan juli alvarez jadi dua wakil liga inggris yang tampil apik di piala dunia 2022","0","0"
"pola starlight christmas amanbet88 amanbet88 situs betting bola official piala dunia 2022 dan slot online baik minimal deposit 10rb bisa klaim bonus new member 100 minimal withdraw 50rb amanbet88 polanatalinces natalbersamaamanbet88","0.41818181818182","1"
"kalau national team tidak pakai player jdt sejak dulu kita mesti deh ke piala dunia agak","-0.05","-1"
"watim1612 pada tahun 2023 nanti piala dunia u20 di adakan di indonesia nama flu flu cebong","0","0"
"menang piala dunia 2022 messi jadi raja instagram","0.5","1"
"lautaro martinez aku tampil kecewa di piala dunia 2022","-0.75","-1"
"sunyi telah akhir piala dunia 2022 di qatar","0","0"
"sedikit arab worksfess wkwkwkwkkwwk oacar saya nontin piala dunia sambil benerin bug wkwkwkwkwkwk","-0.1875","-1"
"draw golin di menit akhir ibarat portugal juala piala dunia saemin","0","0"
"fifa siap piala dunia akbar dengan 48 negara besar","0.13125","1"
"mm lihat aku nyanyi lagu piala dunia digamonin","0","0"
"seycila gate0fsky tahu ga pas kamu pakai avatar ril aku tuh neng banget bukan karena argentina juara piala dunia tapi karena aku bisa lihat bidadari sunda","-0.14642857142857","-1"
"kalau mau nonton ulang final piala dunia 2022 bisa lihat di yutub","0","0"
"democrazymedia seperti piala dunia saja argentina juara settingan","0","0"
"kabar duka buat cinta sepakbola bola innalillahi wa innailaihi rooji uun telah tinggal dunia ahmad atef daragmah main sepakbola palestina usia 23 tahun stlah tembak mati oleh tentara israel di kota nablus telah gegap gempita piala dunia","-0.075","-1"
"gelar piala dunia telah usai kilas adidas rubah sedikit design logo iconicnya tetap dengan tuhan tiga garis brand sayang dengan slogan legenda yang kena impossible is nothing","0.036458333333333","1"
"stadion piala dunia qatar 2022 yang buat dari bahan bekas nia ramadhani mirip sibirubiru hobi prankgbk","0","0"
"manchester city izin semua main mereka dapat periode hari libur tambah telah libat mereka di piala dunia qatar akhir beberapa main kembali lebih cepat dari jadwal yang harus masuk aymeric laporte dan nathan ake samlee","-0.2","-1"
"piala dunia 2022 lebih 200 000 mahu lawan akhir ada mula astro awan","0.25","1"
"r min80 aniesbaswedan argentina saja menang piala dunia tanggal 18 desember pak anies sudah ngetwit kerumun argentina menang piala dunia jago pak anies padahal perancis baru menang lawang inggris di empat final tanggal 11 desember mah yang hebat lagi yang percaya sama ginian","0","0"
"dilandaewokas jangan mau bodoh bang coba lihat yang teliti postingan pak anies kapan final piala dunia kapan","-0.3","-1"
"tampil apik di piala dunia gelandang brighton dan hove albion ini langsung incar 5 klub raksasa","0","0"
"drama cristiano ronaldo iring gagal portugal di piala dunia 2022 ronaldo yakin tidak lagi sambut hangat oleh tim sendiri","0.35","1"
"tidak nak pusing kalah mati hari itu tidak siar semua sehingga deh peringkat qf peringkat kumpul boleh terima lagi kalau tidak siar semua lawan akhir pun sangkut sangkut siar tidak perlu lagi tunggu untuk piala dunia 2026","-0.1","-1"
"cnnindonesia when you won the world cup trophy it s over golden foot tidak ada apa apa jika banding dengan golden ball nya fifa main baik lama turnamen piala dunia","0.18333333333333","1"
"siaranbolalive fans portugal bikin petisi piala dunia di ulang","0","0"
"iya allah sob ulah kelompok unjung kafe dadak viral mereka buat kervsvhan karena gak terima atas hasil tanding piala dunia antara portugal dengan maroko dengan skor akhir 0 1 miris sekali iya sob lihat fakta seperti ini ada apa dengan pemuda saat ini","-0.25","-1"
"8 main sepak bola dengan tampil banyak di piala dunia messi no 1","0","0"
"dua wanita itu sudah tekad untuk topless jika argentina hasil kalah perancis di piala dunia qatar 2022","0","0"
"anggapras0905 zethwarouw yudhaprmnptr1 masuk piala dunia dulu baru bilang korban timans masuk kalender fifa engga","0.0875","1"
"aswanreiga idextratime mentang2 argentina juara piala dunia semua tentang argentina","0","0"
"selalu jadi tulis piala dunia yang tunggu tunggu suwun cak","0","0"
"4 momen musuh kembali jadi teman usai final piala dunia 2022","0.15","1"
"piala dunia deh selese mencari hibur lain tapi lagi bosen nonton drakor mau main game gada yang bikin tarik nyoba 21 hari tanpa tiktok walau beratsss","-0.32916666666667","-1"
"terima kasih semua terus setia anda sama rtm piala dunia 2026 dariqatarkemalaysia temansetiaanda rtmklik","0.33333333333333","1"
"iya ampun waktu lalu cepat banget gak rasa final piala dunia sudah minggu yang lalu terus sebentar lagi tahun baru","0.099090909090909","1"
"orang fans argentina luncur petisi online prancis henti menang untuk balas petisi yang minta agar final piala dunia 2022 ulang fifaworldcup2022","0.16666666666667","1"
